id;id_prod;id_alm;cantidad
166;1328;1;5
167;4211;1;5
168;1329;1;3
169;1330;1;5
170;1320;1;5
171;4212;1;5
172;1321;1;5
173;1322;1;3
174;1323;1;5
175;3277;1;4
176;4213;1;50
177;1475;1;10
178;1459;1;100
179;4214;1;41
180;4215;1;14
181;4864;1;0
182;1284;1;50
183;1283;1;50
184;1498;1;150
185;1499;1;75
186;1237;1;17
187;4217;1;10
188;3364;1;1190
189;5044;1;2
190;5045;1;1
191;4851;1;4
192;4852;1;4
193;4853;1;4
194;4884;1;2
195;1004;1;10
196;1005;1;15
197;5107;1;5
198;5108;1;5
199;5109;1;5
200;5144;1;2
201;5110;1;3
202;5143;1;50
203;5145;1;0
204;5112;1;30
205;5113;1;0
206;5114;1;89
207;5115;1;118
208;5116;1;90
209;4997;1;0
210;1295;1;30
211;4233;1;0
212;1474;1;30
213;3388;1;200
214;3395;1;210
215;4540;1;200
216;4541;1;200
217;4542;1;190
218;4368;1;450
219;4369;1;450
220;3401;1;184
221;4545;1;400
222;4546;1;200
223;4547;1;200
224;2966;1;200
225;4548;1;197.5
226;4372;1;45
227;4373;1;45
228;4551;1;20
229;4552;1;20
230;4375;1;45
231;4554;1;22
232;4555;1;20
233;4556;1;20
234;4557;1;20
235;4558;1;20
236;4380;1;500
237;4379;1;500
238;4381;1;500
239;4382;1;70
240;4383;1;150
241;4385;1;75
242;4565;1;20
243;4566;1;25
244;4567;1;30
245;4568;1;10
246;4569;1;7
247;4570;1;35
248;4571;1;70
249;4574;1;13
250;4575;1;13
251;4394;1;8
252;4395;1;19
253;4396;1;20
254;4397;1;51
255;4398;1;90
256;4399;1;60
257;4400;1;60
258;4583;1;30
259;4402;1;60
260;4585;1;60
261;4403;1;60
262;4587;1;18
263;1921;1;300
264;2019;1;300
265;2000;1;18
266;4167;1;18
267;4408;1;21
268;1999;1;21
269;2001;1;11
270;2026;1;1300
271;2020;1;1300
272;1944;1;75
273;1945;1;28
274;1960;1;300
275;3278;1;120
276;2006;1;18
277;2016;1;45
278;2024;1;45
279;2005;1;190
280;1982;1;210
281;1930;1;210
282;4417;1;5
283;4418;1;198.5
284;1937;1;30
285;4419;1;40
286;1971;1;24
287;4421;1;9
288;4422;1;10
289;2029;1;50
290;3220;1;50
291;1983;1;10
292;4605;1;154
293;4429;1;200
294;4611;1;30
295;2332;1;16
296;4451;1;15
297;4613;1;5
298;2331;1;16
299;4614;1;6
300;4450;1;15
301;4516;1;10
302;4617;1;6
303;4619;1;17
304;4620;1;5
305;4621;1;5
306;4622;1;5
307;4447;1;10
308;4624;1;5
309;2353;1;17
310;2348;1;6
311;4464;1;6
312;4463;1;2
313;2439;1;10
314;2342;1;15
315;2476;1;40
316;2344;1;37
317;4634;1;5
318;4448;1;15
319;4639;1;6
320;4640;1;5
321;2012;1;20
322;1951;1;9
323;1953;1;3
324;1952;1;2
325;1000;1;4
326;3370;1;400
327;3366;1;300
328;3367;1;730
329;2338;1;3
330;2435;1;4
331;4645;1;4
332;2433;1;3
333;2434;1;3
334;4646;1;1
335;4477;1;0
336;4478;1;2
337;4648;1;5
338;2327;1;12
339;2302;1;14
340;2429;1;3
341;2465;1;8
342;4649;1;18
343;2431;1;3
344;2411;1;4
345;4650;1;4
346;4651;1;3
347;4652;1;4
348;4653;1;6
349;4655;1;3
350;4656;1;3
351;4657;1;3
352;4658;1;3
353;4659;1;3
354;4660;1;4
355;4661;1;3
356;2305;1;4
357;2355;1;59
358;2306;1;6
359;4663;1;24
360;4664;1;23
361;4665;1;4
362;4667;1;3
363;4668;1;3
364;4670;1;3
365;2375;1;3
366;2374;1;3
367;4671;1;3
368;2381;1;3
369;2382;1;3
370;4675;1;21
371;4676;1;26
372;4518;1;9
373;2346;1;6
374;4679;1;8
375;2479;1;11
376;4681;1;3
377;4682;1;3
378;2362;1;3
379;2366;1;13
380;4686;1;3
381;2370;1;3
382;2341;1;4
383;4834;1;3
384;2372;1;1
385;4687;1;3
386;2399;1;4
387;2336;1;41
388;3235;1;2
389;2402;1;21
390;4690;1;0
391;3233;1;2
392;3239;1;9
393;4691;1;3
394;2401;1;3
395;2405;1;14
396;2424;1;3
397;2329;1;20
398;4692;1;21
399;4693;1;3
400;4694;1;3
401;4695;1;3
402;2421;1;6
403;2422;1;4
404;2423;1;5
405;2418;1;3
406;3242;1;2
407;2387;1;6
408;2335;1;17
409;2390;1;10
410;2392;1;14
411;2396;1;5
412;2397;1;3
413;4696;1;6
414;4496;1;8
415;2946;1;4
416;2442;1;9
417;2438;1;7
418;4479;1;11
419;4704;1;6
420;4705;1;2
421;4706;1;3
422;4480;1;6
423;4708;1;3
424;4709;1;4
425;4710;1;0
426;4366;1;250
427;4367;1;250
428;4370;1;250
429;3396;1;141
430;4371;1;250
431;4376;1;25
432;4377;1;25
433;4378;1;11
434;4389;1;10
435;4401;1;30
436;4404;1;30
437;4405;1;30
438;1970;1;6
439;2004;1;3
440;2003;1;3
441;4409;1;6
442;2021;1;94
443;2025;1;150
444;2023;1;24
445;2030;1;0
446;4432;1;7
447;4435;1;29
448;4436;1;3
449;4439;1;3
450;4443;1;3
451;4444;1;5
452;2352;1;4
453;4445;1;5
454;2307;1;5
455;4446;1;5
456;4449;1;10
457;4351;1;8
458;4455;1;3
459;4456;1;3
460;4311;1;5
461;4459;1;6
462;4460;1;25
463;2461;1;6
464;2976;1;3
465;4360;1;5
466;4466;1;12
467;2343;1;11
468;4306;1;20
469;2443;1;7
470;4330;1;3
471;4333;1;6
472;4332;1;6
473;4331;1;6
474;4473;1;4
475;4340;1;4
476;4342;1;6
477;4307;1;16
478;4647;1;1
479;2334;1;3
480;4481;1;5
481;4482;1;5
482;4483;1;5
483;4484;1;0
484;2361;1;5
485;4485;1;5
486;4486;1;5
487;4487;1;5
488;4488;1;5
489;4489;1;5
490;4490;1;5
491;4491;1;5
492;4492;1;5
493;4493;1;5
494;4494;1;5
495;4495;1;5
496;4497;1;20
497;4498;1;4
498;4500;1;15
499;4501;1;14
500;4502;1;14
501;4503;1;15
502;4504;1;5
503;4505;1;20
504;4506;1;5
505;4507;1;5
506;4508;1;5
507;4509;1;5
508;4510;1;5
509;4862;1;5
510;4511;1;6
511;4512;1;5
512;4513;1;5
513;2481;1;5
514;4514;1;6
515;4515;1;5
516;4517;1;5
517;4519;1;6
518;4521;1;8
519;4524;1;5
520;4525;1;5
521;4526;1;6
522;4527;1;5
523;4528;1;5
524;4529;1;5
525;4302;1;7
526;4309;1;7
527;1932;1;8
528;4535;1;5
529;4537;1;5
530;2444;1;1
531;4329;1;2
532;1934;1;4
533;2440;1;1
534;4305;1;7
535;4308;1;4
536;4314;1;3
537;4315;1;2
538;4950;1;4
539;4949;1;2
540;4317;1;6
541;2345;1;4
542;4320;1;2
543;4323;1;2
544;4326;1;2
545;2455;1;3
546;4336;1;2
547;4338;1;2
548;1213;1;2
549;4345;1;2
550;2464;1;0
551;2359;1;0
552;4349;1;2
553;4350;1;2
554;4352;1;2
555;4355;1;1
556;4357;1;2
557;2339;1;3
558;2340;1;1
559;4365;1;2
560;2463;1;11
561;1114;1;12
562;2456;1;4
563;5024;1;5
564;5029;1;4
565;5030;1;3
566;5031;1;0
567;5033;1;11
568;5034;1;5
569;5035;1;3
570;5036;1;4
571;5037;1;0
572;5038;1;2
573;5039;1;4
574;5040;1;4
575;5041;1;2
576;5042;1;3
577;5043;1;3
578;5050;1;3
579;5051;1;32
580;5052;1;3
581;5054;1;3
582;5055;1;3
583;5056;1;2
584;5057;1;3
585;5058;1;2
586;5059;1;2
587;5060;1;1
588;5061;1;1
589;5062;1;2
590;5063;1;1
591;5064;1;1
592;5065;1;1
593;5066;1;1
594;5067;1;1
595;5068;1;1
596;5069;1;2
597;5070;1;1
598;5071;1;20
599;5072;1;18
600;5073;1;97
601;5074;1;6
602;5075;1;0
603;5076;1;6
604;5077;1;6
605;5078;1;985
606;5079;1;985
607;5080;1;985
608;5081;1;1000
609;5082;1;1000
610;5083;1;1000
611;5084;1;100
612;5085;1;3
613;5086;1;2
614;5087;1;3
615;5089;1;3
616;5090;1;1
617;5092;1;4
618;5093;1;3
619;5094;1;10
620;5095;1;2
621;5096;1;98
622;5097;1;20
623;5098;1;2
624;5099;1;2
625;5100;1;2
626;5101;1;2
627;5102;1;1
628;4354;1;2
629;5104;1;5
630;5105;1;2
631;5106;1;25
632;5015;1;7
633;4689;1;2
634;5178;1;1
635;5179;1;4
636;5180;1;5
637;5181;1;4
638;5182;1;1
639;5183;1;5
640;4714;1;3
641;4234;1;4
642;3044;1;12
643;4715;1;3
644;3029;1;5
645;4716;1;13
646;4717;1;8
647;3023;1;9
648;4718;1;8
649;3031;1;3
650;4719;1;26
651;4720;1;149
652;4240;1;9
653;3032;1;9
654;4728;1;30
655;3027;1;12
656;4729;1;4
657;4730;1;3
658;4731;1;10
659;2514;1;16
660;4732;1;6
661;3024;1;9
662;4733;1;8
663;4734;1;11
664;4242;1;240
665;2575;1;228
666;2576;1;142
667;4735;1;29
668;4736;1;25
669;4737;1;20
670;4738;1;10
671;4739;1;9
672;4740;1;9
673;4741;1;4
674;4742;1;26
675;4743;1;26
676;4744;1;13
677;4745;1;10
678;4746;1;4
679;4747;1;4
680;4748;1;6
681;4749;1;7
682;4750;1;16
683;4751;1;1
684;3033;1;7
685;4243;1;22
686;3034;1;17
687;3040;1;2
688;3041;1;3
689;3038;1;12
690;3036;1;2
691;3037;1;0
692;3035;1;6
693;3030;1;4
694;2672;1;3
695;4752;1;2
696;4244;1;15
697;2578;1;197
698;4754;1;100
699;4755;1;20
700;4245;1;2
701;4756;1;2
702;4757;1;20
703;3516;1;11
704;4758;1;8
705;4759;1;10
706;4760;1;3
707;4761;1;5
708;2671;1;3
709;4762;1;12
710;4763;1;10
711;4764;1;200
712;4765;1;100
713;4766;1;100
714;4767;1;5
715;4768;1;8
716;2719;1;1
717;4769;1;1
718;2718;1;3
719;3011;1;3
720;2723;1;3
721;3522;1;1
722;2720;1;1
723;4248;1;50
724;4249;1;50
725;4250;1;80
726;2603;1;7
727;2604;1;3
728;4770;1;4
729;4771;1;4
730;4772;1;8
731;4773;1;5
732;3026;1;6
733;4776;1;100
734;4778;1;2
735;2564;1;20
736;2563;1;19
737;4779;1;1
738;2599;1;30
739;4251;1;22
740;2615;1;580
741;4231;1;500
742;4780;1;7
743;4781;1;7
744;3043;1;1
745;4782;1;2
746;4784;1;1
747;4785;1;1
748;4786;1;396
749;3046;1;6
750;4279;1;2
751;4789;1;1
752;4792;1;3
753;4793;1;2
754;4794;1;2
755;3053;1;3
756;3054;1;14
757;3052;1;16
758;3051;1;5
759;3050;1;15
760;3028;1;15
761;3047;1;5
762;3048;1;16
763;3049;1;15
764;4798;1;8
765;2602;1;6
766;4252;1;140
767;4253;1;140
768;4254;1;140
769;4799;1;2
770;4800;1;2
771;4801;1;2
772;4802;1;2
773;4803;1;2
774;4804;1;2
775;4805;1;2
776;4806;1;2
777;4807;1;2
778;4808;1;2
779;4809;1;16
780;4255;1;8
781;2555;1;24
782;2484;1;12
783;2485;1;5
784;3443;1;5
785;3444;1;23
786;2538;1;34
787;2554;1;24
788;2553;1;24
789;4810;1;3
790;2486;1;1
791;2483;1;3
792;3463;1;1
793;3515;1;1
794;4811;1;4
795;4812;1;2
796;4813;1;2
797;4814;1;4
798;4815;1;4
799;4816;1;2
800;4817;1;2
801;4818;1;2
802;4819;1;3
803;4820;1;2
804;4821;1;4
805;4822;1;4
806;4825;1;2
807;4258;1;1
808;4259;1;1
809;4260;1;1
810;4261;1;1
811;4263;1;4
812;4828;1;2
813;4830;1;1
814;2582;1;1
815;4831;1;1
816;4832;1;0
817;4829;1;1
818;4386;1;188
819;1115;1;2
820;5028;1;7
821;1003;1;7
822;5117;1;16
823;5118;1;10
824;5119;1;2
825;4273;1;6
826;5120;1;4
827;5121;1;16
828;5122;1;2
829;5123;1;5
830;5124;1;3
831;5153;1;20
832;5154;1;40
833;5155;1;40
834;5156;1;40
835;5157;1;20
836;5158;1;19
837;5159;1;40
838;5160;1;20
839;5161;1;20
840;5162;1;20
841;5163;1;20
842;5164;1;40
843;5165;1;80
844;5166;1;40
845;5167;1;10
846;5168;1;40
847;5169;1;40
848;5170;1;40
849;5171;1;2
850;5172;1;2
851;5173;1;2
852;5174;1;4
853;5175;1;4
854;5176;1;4
855;5177;1;4
856;2436;1;4
857;4945;1;0
858;2337;1;10
859;5184;1;1
860;5186;1;12
861;5187;1;2
862;5188;1;14
863;5189;1;10
864;5190;1;15
865;5191;1;1
866;5192;1;4
867;5193;1;4
868;5194;1;9
869;5195;1;10
870;5196;1;12
871;5197;1;8
872;5198;1;4
873;5199;1;4
874;5200;1;6
875;5201;1;1
876;5202;1;6
877;5204;1;0
878;5205;1;4
879;5206;1;4
880;5207;1;4
881;5208;1;4
882;5209;1;2
883;5210;1;26
884;5211;1;50
885;5212;1;15
886;5213;1;25
887;5214;1;20
888;5215;1;50
889;5216;1;100
890;5217;1;21
891;5218;1;21
892;5219;1;20
893;5220;1;2
894;5221;1;100
895;5222;1;1000
896;1297;1;50
897;1368;1;200
898;1428;1;20
899;1435;1;5
900;2748;1;5
901;2945;1;100
902;1394;1;10
903;1395;1;10
904;1383;1;10
905;1462;1;50
906;1396;1;10
907;4229;1;50
908;5223;1;5
909;5224;1;6
910;5225;1;24
911;5226;1;6
912;5227;1;6
913;5228;1;7
914;5229;1;4
915;5230;1;4
916;5231;1;3
917;5232;1;3
918;5233;1;3
919;5234;1;3
920;5235;1;3
921;5236;1;2
922;5237;1;5
923;5238;1;4
924;5239;1;13
925;5240;1;10
926;5241;1;4
927;5242;1;4
928;5243;1;4
929;5244;1;7
930;5245;1;8
931;5246;1;9
932;5247;1;1
933;5248;1;0
934;5249;1;0
935;5250;1;0
936;5251;1;4
937;5252;1;40
938;5253;1;1
939;5254;1;4
940;5255;1;6
941;5256;1;4
942;5257;1;2
943;5258;1;2
944;5259;1;3
945;5260;1;12
946;5261;1;3
947;5262;1;3
948;5263;1;13
949;5264;1;13
950;5265;1;3
951;5266;1;9
952;5267;1;3
953;5268;1;3
954;5269;1;2
955;5270;1;3
956;5271;1;12
957;5272;1;10
958;5273;1;0
959;5274;1;10
960;5275;1;3
961;5276;1;3
962;5277;1;6
963;5278;1;8
964;5279;1;6
965;5280;1;6
966;5281;1;6
967;5282;1;6
968;5283;1;10
969;5284;1;10
970;5285;1;10
971;5286;1;10
972;5287;1;3
973;5288;1;6
974;5289;1;3
975;5290;1;3
976;5291;1;3
977;5292;1;3
978;5293;1;10
979;5294;1;10
980;5295;1;3
981;5296;1;3
982;5297;1;3
983;5298;1;3
984;5299;1;3
985;5300;1;3
986;5301;1;3
987;5302;1;3
988;5303;1;3
989;5304;1;3
990;5305;1;3
991;5306;1;2
992;5307;1;2
993;5308;1;10
994;5309;1;10
995;5310;1;2
996;5311;1;2
997;5312;1;3
998;5313;1;3
999;5314;1;2
1000;5315;1;2
1001;5316;1;4
1002;5317;1;5
1003;5318;1;6
1004;5319;1;1
1005;5320;1;1
1006;5134;1;18
1007;2427;1;2
1008;2428;1;1
1009;4536;1;4
1010;2319;1;10
1011;2309;1;10
1012;2315;1;0
1013;1931;1;100
1014;5321;1;10
1015;5322;1;4
1016;5323;1;4
1017;5324;1;68
1018;5325;1;0
1019;1352;2;1
1020;1403;2;1
1021;4215;2;1
1022;5045;2;1
1023;1340;2;1
1024;1457;2;1
1025;1236;2;2
1026;1454;2;2
1027;2920;2;3
1028;4202;2;3
1029;1237;2;3
1030;1396;2;3
1031;1536;2;4
1032;4196;2;5
1033;1276;2;5
1034;1477;2;8
1035;1394;2;13
1036;1395;2;14
1037;1383;2;5
1038;4203;2;18
1039;1459;2;25
1040;2921;2;28
1041;2728;2;44
1042;4183;2;50
1043;2945;2;50
1044;5121;2;54
1045;1295;2;60
1046;1478;2;70
1047;4200;2;94
1048;4186;2;99
1049;4197;2;100
1050;3014;2;115
1051;4294;2;127
1052;1260;2;134
1053;4181;2;136
1054;4191;2;148
1055;3021;2;149
1056;4295;2;157
1057;4187;2;170
1058;4863;2;181
1059;1256;2;740
1060;4185;2;897
1061;5135;2;1
1062;5136;2;2
1063;5137;2;9
1064;4807;2;2
1065;2661;2;4
1066;2659;2;8
1067;2660;2;10
1068;2658;2;10
1069;2662;2;24
1070;4824;2;2
1071;4720;2;155
1072;1951;2;1
1073;2338;2;1
1074;4649;2;1
1075;2464;2;1
1076;2349;2;1
1077;2373;2;1
1078;2371;2;1
1079;3007;2;1
1080;2368;2;1
1081;2369;2;1
1082;1954;2;1
1083;2439;2;2
1084;2342;2;2
1085;2433;2;2
1086;2382;2;2
1087;2946;2;2
1088;1934;2;2
1089;3272;2;2
1090;2430;2;2
1091;5048;2;2
1092;4619;2;3
1093;4525;2;3
1094;4329;2;2
1095;2376;2;3
1096;2304;2;3
1097;2438;2;4
1098;2318;2;4
1099;4845;2;4
1100;4847;2;4
1101;1956;2;4
1102;2366;2;5
1103;4488;2;5
1104;4411;2;5
1105;2351;2;6
1106;1950;2;7
1107;2326;2;28
1108;2958;2;41
1109;4487;2;45
1110;2309;2;45
1111;2313;2;70
1112;2014;2;78
1113;2311;2;86
1114;2312;2;118
1115;2315;2;209
1116;2308;2;250
1117;2314;2;308
1118;2316;2;329
1119;2310;2;345
1120;2453;2;1000
1121;4221;2;2
1122;4220;2;2
1123;4219;2;8
1124;2578;2;9
1125;4218;2;9
1126;2361;2;1
1127;2362;2;2
1128;2410;2;2
1129;4574;2;3
1130;2476;2;5
1131;2346;2;5
1132;2348;2;7
1133;2012;2;7
1134;2306;2;7
1135;4496;2;7
1136;4314;2;7
1137;2402;2;8
1138;3003;2;9
1139;2331;2;10
1140;2011;2;12
1141;2460;2;12
1142;2399;2;13
1143;2329;2;21
1144;2336;2;42
1145;4393;2;400
1146;4353;2;1
1147;4354;2;1
1148;2931;2;1
1149;1350;2;2
1150;1462;2;2
1151;1404;2;2
1152;2940;2;3
1153;1288;2;3
1154;1406;2;3
1155;1358;2;4
1156;1520;2;4
1157;1503;2;6
1158;1435;2;6
1159;5126;2;8
1160;2748;2;8
1161;4839;2;10
1162;1287;2;11
1163;1390;2;11
1164;1474;2;11
1165;1529;2;12
1166;1456;2;12
1167;1351;2;13
1168;1428;2;18
1169;1217;2;26
1170;4229;2;50
1171;1388;2;56
1172;1368;2;58
1173;1387;2;88
1174;1386;2;176
1175;4554;2;1
1176;4565;2;1
1177;4447;2;1
1178;2434;2;1
1179;2401;2;1
1180;4695;2;1
1181;4333;2;1
1182;4315;2;1
1183;3443;2;1
1184;2483;2;1
1185;5051;2;1
1186;2395;2;1
1187;2388;2;1
1188;1976;2;1
1189;2956;2;1
1190;2385;2;1
1191;4986;2;1
1192;2441;2;1
1193;3245;2;1
1194;1955;2;1
1195;4994;2;1
1196;2432;2;1
1197;4558;2;2
1198;2435;2;2
1199;2305;2;2
1200;3239;2;2
1201;2423;2;2
1202;2387;2;2
1203;2976;2;2
1204;2481;2;2
1205;4820;2;2
1206;2480;2;2
1207;3344;2;2
1208;4536;2;2
1209;2406;2;2
1210;2408;2;2
1211;2427;2;2
1212;2426;2;2
1213;2393;2;2
1214;2394;2;2
1215;4903;2;2
1216;3240;2;2
1217;2403;2;2
1218;1948;2;2
1219;4841;2;2
1220;4617;2;3
1221;5127;2;3
1222;2354;2;3
1223;2425;2;3
1224;2445;2;3
1225;4945;2;3
1226;2697;2;3
1227;1932;2;4
1228;4252;2;4
1229;4822;2;4
1230;5128;2;4
1231;2959;2;4
1232;2997;2;4
1233;2384;2;5
1234;2416;2;5
1235;2360;2;5
1236;2437;2;5
1237;2466;2;5
1238;1983;2;6
1239;2398;2;6
1240;1942;2;6
1241;2033;2;6
1242;3343;2;6
1243;2378;2;6
1244;4948;2;6
1245;2335;2;7
1246;2379;2;7
1247;2979;2;7
1248;4943;2;7
1249;2456;2;8
1250;4815;2;8
1251;2943;2;8
1252;2477;2;8
1253;2428;2;9
1254;2413;2;9
1255;2344;2;10
1256;2417;2;10
1257;2991;2;10
1258;3219;2;10
1259;2350;2;10
1260;4419;2;11
1261;2653;2;11
1262;2324;2;11
1263;2436;2;11
1264;2377;2;11
1265;2357;2;14
1266;2034;2;14
1267;2356;2;15
1268;2009;2;16
1269;2358;2;17
1270;4605;2;18
1271;5014;2;14
1272;1981;2;18
1273;2032;2;19
1274;5015;2;20
1275;1931;2;20
1276;2482;2;20
1277;2323;2;20
1278;2347;2;20
1279;2454;2;22
1280;2414;2;23
1281;2024;2;25
1282;2471;2;25
1283;2327;2;26
1284;4263;2;26
1285;2013;2;28
1286;2328;2;30
1287;2333;2;30
1288;2330;2;31
1289;1980;2;32
1290;2998;2;34
1291;2015;2;40
1292;2019;2;50
1293;5129;2;50
1294;2467;2;50
1295;2468;2;50
1296;1966;2;50
1297;4372;2;56
1298;2623;2;56
1299;2470;2;57
1300;2469;2;59
1301;2474;2;59
1302;1960;2;65
1303;1936;2;70
1304;1935;2;75
1305;2016;2;78
1306;3008;2;85
1307;2472;2;88
1308;2303;2;95
1309;2452;2;96
1310;2301;2;99
1311;2473;2;125
1312;2448;2;137
1313;2449;2;185
1314;2475;2;198
1315;2446;2;200
1316;2447;2;200
1317;2319;2;215
1318;2451;2;300
1319;2635;2;313
1320;2355;2;345
1321;2457;2;890
1322;2450;2;1300
1323;3031;2;1
1324;4243;2;1
1325;3035;2;1
1326;2723;2;1
1327;4248;2;1
1328;4779;2;1
1329;2670;2;1
1330;2597;2;1
1331;2535;2;1
1332;3332;2;1
1333;2577;2;1
1334;2600;2;1
1335;2579;2;1
1336;2527;2;1
1337;2552;2;1
1338;2693;2;1
1339;2679;2;1
1340;2995;2;1
1341;2722;2;1
1342;2871;2;1
1343;3029;2;2
1344;4798;2;2
1345;4799;2;2
1346;4800;2;2
1347;4801;2;2
1348;4802;2;2
1349;4803;2;2
1350;4804;2;2
1351;4806;2;2
1352;4808;2;2
1353;4812;2;2
1354;4813;2;2
1355;4818;2;2
1356;4825;2;2
1357;2899;2;2
1358;2532;2;2
1359;2569;2;2
1360;3338;2;2
1361;3340;2;2
1362;2701;2;2
1363;2560;2;2
1364;2900;2;3
1365;2631;2;3
1366;2568;2;3
1367;2531;2;3
1368;4718;2;4
1369;4729;2;4
1370;4811;2;4
1371;4814;2;4
1372;2572;2;4
1373;2678;2;4
1374;2530;2;4
1375;2571;2;5
1376;2533;2;5
1377;4717;2;6
1378;4254;2;6
1379;4816;2;6
1380;4817;2;6
1381;2692;2;6
1382;2539;2;6
1383;2540;2;6
1384;4731;2;7
1385;4250;2;7
1386;2677;2;7
1387;2901;2;7
1388;2675;2;7
1389;2529;2;8
1390;2570;2;10
1391;2685;2;13
1392;2683;2;13
1393;2684;2;18
1394;4755;2;20
1395;2547;2;24
1396;2576;2;28
1397;2557;2;29
1398;2548;2;30
1399;2523;2;34
1400;2691;2;35
1401;2590;2;38
1402;2546;2;42
1403;2550;2;44
1404;2512;2;45
1405;2686;2;46
1406;4989;2;50
1407;2642;2;51
1408;2602;2;54
1409;2524;2;56
1410;2700;2;60
1411;2695;2;63
1412;2500;2;74
1413;4757;2;77
1414;2549;2;88
1415;2513;2;117
1416;2895;2;124
1417;2567;2;160
1418;2544;2;180
1419;2545;2;289
1420;2543;2;300
1421;2690;2;329
1422;2520;2;400
1423;5130;2;600
1424;2494;2;800
1425;2896;2;883
1426;2643;2;990
1427;2698;2;1018
1428;2621;2;1750
1429;2630;2;3435
1430;4730;2;1
1431;4732;2;1
1432;4734;2;1
1433;4245;2;1
1434;4756;2;1
1435;4761;2;1
1436;5131;2;1
1437;5133;2;1
1438;2898;2;1
1439;2586;2;1
1440;4904;2;1
1441;2742;2;1
1442;2566;2;1
1443;2724;2;2
1444;4835;2;2
1445;2680;2;2
1446;2988;2;3
1447;2608;2;3
1448;2681;2;3
1449;2682;2;4
1450;2511;2;4
1451;4782;2;5
1452;4836;2;5
1453;2632;2;5
1454;2647;2;5
1455;2703;2;6
1456;2716;2;6
1457;2624;2;7
1458;2515;2;7
1459;2626;2;7
1460;2649;2;8
1461;2676;2;9
1462;2644;2;11
1463;2496;2;14
1464;4741;2;15
1465;2564;2;15
1466;3002;2;17
1467;2989;2;18
1468;5132;2;20
1469;2909;2;20
1470;2585;2;20
1471;3001;2;20
1472;2591;2;20
1473;3341;2;20
1474;2696;2;20
1475;2666;2;23
1476;3464;2;25
1477;2717;2;26
1478;2994;2;26
1479;2505;2;29
1480;2990;2;30
1481;2725;2;31
1482;2715;2;34
1483;2639;2;36
1484;2587;2;41
1485;2641;2;44
1486;2507;2;45
1487;2667;2;53
1488;2669;2;53
1489;2502;2;53
1490;2506;2;55
1491;2651;2;55
1492;2645;2;57
1493;2636;2;69
1494;2589;2;70
